Authority,Status,SubmittedDate,DC_Approved_Date,Final_Approved_Date,Final_Plot_Area,GrossPlotArea,NetPlotArea,Case_Type,Description,Circle,Zone,OrganizationName,District,DesignationName,Lattitude,Longitude,Usage,SubUsage,MaxBuildingHeight,Height,BuiltUpArea,MotagageArea,Units,Postcode
HMDA,Final Approved,11/12/2022,-2022.0,10/2/2023,418.0,418.0,418.0,New,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Commissioner,17.52004,78.34433,Residential,Residential Bldg/Apartment,14.5,17.85,1386.17,116.82,10.0,500049
DTCP,Reject,12/12/2022,-1900.0,-,573.51,573.51,573.51,New,Building Permission,,,Ramayanpet,Medak,Commissioner,18.12152958,78.42799652,COMMERCIAL,Shop,9.1,9.1,1146.39,80.0,0.0,502101
DTCP,Final Approved,12/12/2022,-2022.0,27/12/2022,372.06,372.06,372.06,New,Occupancy Certificate,,,Adibatla,Rangareddy,Commissioner,17.236874,78.56504487,RESIDENTIAL,,12.0,0.0,914.72,0.0,0.0,
DTCP,Final Approved,12/12/2022,-1900.0,20/12/2022,665.01,668.87,665.01,New,Occupancy Certificate,,,Adibatla,Rangareddy,Commissioner,17.234742,78.56853496,RESIDENTIAL,All types of residential buildings,15.0,0.0,1904.15,215.23,4.0,
HMDA,Reject,12/12/2022,-1900.0,-,1268.4,1268.4,1268.4,New,Building Permission,,Zone-1 Medchal,Medchal,Medchal-Malkajgiri,Planning Ofcr,17.63902679,78.51183854,Residential,Bungalow,6.6,6.6,835.36,66.02,2.0,501401
DTCP,Final Approved,12/12/2022,-2023.0,11/4/2023,178.29,194.85,178.29,New,Building Permission,,,Mothkur,Yadadri-Bhuvanagiri,Commissioner,17.44875791,79.25961563,COMMERCIAL,Commerical Bldg,6.0,8.5,330.24,23.88,0.0,508277
HMDA,Final Approved,12/12/2022,-2022.0,27/2/2023,21264.65,21264.65,21264.65,New,Building Permission,,Zone-4 Shankerpally,Manikonda,Ranga Reddy,Commissioner,17.4199939,78.33421135,Assembly,Marriage Hall,14.03,14.03,24490.17,1270.88,0.0,500032
DTCP,Final Approved,12/12/2022,-1900.0,14/12/2022,229.4,229.4,229.4,New,Occupancy Certificate,,,Manikonda,Rangareddy,Commissioner,17.40662284,78.38253297,RESIDENTIAL,,12.0,0.0,559.52,0.0,0.0,500089
DTCP,Final Approved,12/12/2022,-2022.0,14/1/2023,222.89,222.89,222.89,New,Building Permission,,,Manikonda,Rangareddy,Commissioner,17.40232316,78.36645074,RESIDENTIAL,Residential Bldg/Apartment,12.0,15.45,683.13,56.45,8.0,500089
DTCP,Final Approved,12/12/2022,-2023.0,17/1/2023,6768.01,6768.01,6768.01,New,Building Permission,,,Parakal,Warangal(Rural),Commissioner,18.17973088,79.68574964,ASSEMBLY,Theatre,4.87,4.87,743.1,75.09,0.0,506164
HMDA,Reject,12/12/2022,-1900.0,-,262.78,262.78,262.78,New,Building Permission,,Zone-2 Ghatkesar,Boduppal Municipal Corporation,Medchal-Malkajgiri,Planning Ofcr,17.42152181,78.60910215,Residential,Residential Bldg/Apartment,11.0,14.21,814.53,68.07,8.0,500098
DTCP,Final Approved,12/12/2022,-2022.0,14/1/2023,657.38,668.73,657.38,Addition/Alteration,Building Permission,,,Manikonda,Rangareddy,Commissioner,17.40681683,78.3742998,RESIDENTIAL,Residential Bldg/Apartment,15.0,18.45,806.3,36.24,2.0,500089
DTCP,Final Approved,12/12/2022,-2023.0,16/3/2023,707.25,707.25,707.25,New,Building Permission,,,Narsingi,Rangareddy,Commissioner,17.37578187,78.3602146,RESIDENTIAL,Residential Bldg/Apartment,9.6,9.6,915.24,99.37,1.0,500008
DTCP,Final Approved,12/12/2022,-2023.0,1/3/2023,297.87,334.45,297.87,New,Building Permission,,,Tandur,Vikarabad,Commissioner,17.2641113,77.58281011,COMMERCIAL,Shop,9.45,12.0,638.62,47.34,0.0,501141
DTCP,Reject,12/12/2022,-1900.0,-,6070.13,6070.13,6070.13,New,Layout with Open Plot,,,Mahaboobnagar,Mahaboobnagar,Commissioner,16.74388663,78.07611817,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,
DTCP,DC Approved,12/12/2022,-2023.0,-,1177.91,1194.49,1177.91,New,Building Permission,,,Nizamabad,Nizamabad,Architect,18.69831765,78.12616671,RESIDENTIAL,Residential Bldg/Apartment,14.59,17.88,3194.58,278.25,20.0,503003
HMDA,Final Approved,12/12/2022,-2023.0,13/2/2023,719.73,741.75,719.73,New,Occupancy Certificate,,Zone-2 Ghatkesar,Pedda Amberpet,Ranga Reddy,Planning Ofcr,17.32552,78.58913,Residential,,14.9,0.0,1824.1,0.0,0.0,500070
DTCP,Final Approved,13/12/2022,-2022.0,6/1/2023,524.18,531.03,524.18,New,Building Permission,,,KHAMMAM MUNICIPAL CORPORATION,Khammam,Commissioner,17.24112394,80.20134966,RESIDENTIAL,Residential Bldg/Apartment,5.7,9.15,713.86,52.87,2.0,507318
HMDA,Final Approved,13/12/2022,-2022.0,9/1/2023,668.9,668.9,668.9,New,Occupancy Certificate,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Planning Ofcr,17.517527,78.318047,Residential,,14.9,0.0,1595.85,0.0,0.0,502032
HMDA,Reject,13/12/2022,-1900.0,-,454.44,454.44,454.44,New,Building Permission,,Zone-1 Medchal,Gundlapochampally,Medchal-Malkajgiri,Planning Ofcr,17.595763,78.489464,Residential,Residential Bldg/Apartment,14.9,17.88,1580.82,128.96,4.0,501401
HMDA,Shortfall,13/12/2022,-1900.0,-,1041.6,1041.6,1041.6,New,Occupancy Certificate,,Zone-4 Shankerpally,Narsingi,Ranga Reddy,Architect,17.376229,78.357164,Residential,,14.75,0.0,2414.6,0.0,0.0,500008
DTCP,DC Approved,13/12/2022,-2023.0,-,25934.47,25934.47,25934.47,New,Layout with Open Plot,,,Kamareddy,Kamareddy,Architect,18.33245211,78.31108034,,,0.0,0.0,0.0,0.0,0.0,503110
DTCP,Shortfall,13/12/2022,-1900.0,-,195.49,357.42,195.49,New,Building Permission,,,GWMC,Warangal(Urban),Architect,17.98422459,79.52237695,RESIDENTIAL,Bungalow,14.99,17.89,470.83,40.27,5.0,506003
DTCP,Final Approved,13/12/2022,-2023.0,20/1/2023,219.82,255.26,219.82,New,Building Permission,,,Kodada,Suryapet,Municipality Commissioner,16.99728852,79.9572767,COMMERCIAL,Shop,9.0,12.45,435.82,31.3,0.0,508206
HMDA,Final Approved,13/12/2022,-2023.0,12/4/2023,282.36,292.64,282.36,Addition/Alteration,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Commissioner,17.52474534,78.34322696,Residential,Residential Bldg/Apartment,11.8,14.75,931.28,73.33,8.0,502325
DTCP,Final Approved,13/12/2022,-2023.0,12/4/2023,585.2,585.2,585.2,New,Building Permission,,,Pedda Amberpet,Rangareddy,Commissioner,17.3150911,78.62885895,RESIDENTIAL,Residential Bldg/Apartment,15.0,17.75,1734.85,161.72,15.0,501505
DTCP,Shortfall,13/12/2022,-1900.0,-,985.29,5177.86,985.29,New,Building Permission,,,Huzurabad,Karimnagar,Architect,18.1807968,79.40832793,COMMERCIAL,Shop,9.45,9.45,578.14,63.68,0.0,505102
DTCP,Final Approved,13/12/2022,-2023.0,31/3/2023,2925.93,3420.98,2925.93,New,Building Permission,,,GWMC,Warangal(Urban),City Planner,17.92615221,79.45244514,RESIDENTIAL,Bungalow,3.45,3.45,60.62,6.29,1.0,506151
DTCP,Shortfall,13/12/2022,-1900.0,-,654.38,664.16,654.38,New,Building Permission,,,Sircilla,Rajanna-Sircilla,Architect,18.3872856,78.80457653,RESIDENTIAL,Residential Bldg/Apartment,12.0,12.0,775.14,63.02,4.0,505301
DTCP,Final Approved,14/12/2022,-2023.0,21/2/2023,744.29,744.29,744.29,New,Building Permission,,,GWMC,Warangal(Urban),City Planner,17.97867112,79.55682005,RESIDENTIAL,Residential Bldg/Apartment,14.84,17.99,2406.76,197.13,15.0,506005
DTCP,Final Approved,14/12/2022,-2023.0,2/5/2023,501.42,501.42,501.42,New,Building Permission,,,Kamareddy,Kamareddy,Municipality Commissioner,18.32882,78.33158,RESIDENTIAL,Residential Bldg/Apartment,14.99,17.99,1419.11,124.02,10.0,503100
HMDA,Reject,14/12/2022,-1900.0,-,2689.18,2689.18,2689.18,Revision,Building Permission,,Zone-1 Medchal,Dundigal,Medchal-Malkajgiri,Planning Ofcr,17.5602,78.35996,Residential,Residential Bldg/Apartment,15.0,17.7,8244.9,998.71,65.0,502325
HMDA,Reject,14/12/2022,-1900.0,-,6637.78,6728.34,6637.78,New,Occupancy Certificate,,Zone-1 Medchal,Gundlapochampally,Medchal-Malkajgiri,Planning Ofcr,17.570009,78.492755,Residential,,17.95,0.0,14968.2,0.0,0.0,500014
DTCP,DC Approved,14/12/2022,-2023.0,-,501.49,501.49,501.49,New,Building Permission,,,Dundigal,Medchal-Malkajgiri,Architect,17.56029,78.387149,RESIDENTIAL,Residential Bldg/Apartment,15.0,17.5,1452.75,122.42,6.0,500090
DTCP,Final Approved,14/12/2022,-2023.0,4/2/2023,304.38,304.38,304.38,New,Building Permission,,,GWMC,Warangal(Urban),City Planner,17.9852416,79.51912509,RESIDENTIAL,Residential Bldg/Apartment,15.0,17.9,955.16,83.43,5.0,506003
HMDA,Shortfall,14/12/2022,-1900.0,-,11365.55,17897.24,11365.55,New,Building Permission,,Zone-4 Shankerpally,Tellapur,Sanga Reddy,Architect,17.4531256,78.2861988,Institutional,Educational Building,14.85,14.85,13285.12,1122.33,0.0,500107
DTCP,Final Approved,14/12/2022,-2023.0,17/3/2023,10162.0,10910.81,10162.0,New,Layout with Open Plot,,,Armoor,Nizamabad,Commissioner,18.78473002,78.31995362,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,503200
DTCP,DC Approved,14/12/2022,-2023.0,-,11340.88,12140.38,11340.88,New,Layout with Open Plot,,,GADWAL,Jogulamba-Gadwal,Architect,16.242028,77.835651,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,509100
DTCP,Final Approved,14/12/2022,-2023.0,10/2/2023,526.79,526.79,526.79,New,Building Permission,,,GWMC,Warangal(Urban),City Planner,18.01439169,79.57626856,RESIDENTIAL,Residential Bldg/Apartment,14.75,17.65,1432.77,120.68,10.0,506011
DTCP,Final Approved,14/12/2022,-2022.0,11/1/2023,305.94,305.94,305.94,New,Building Permission,,,GWMC,Warangal(Urban),City Planner,17.98332399,79.55032695,RESIDENTIAL,Bungalow,12.0,15.0,833.14,90.89,4.0,506004
HMDA,DC Approved,14/12/2022,-2022.0,-,334.42,334.42,334.42,New,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Architect,17.535456,78.328027,Residential,Residential Bldg/Apartment,14.5,17.85,1143.2,95.66,10.0,500050
DTCP,Final Approved,14/12/2022,-2023.0,20/1/2023,37280.95,37280.95,37280.95,New,Layout with Open Plot,,,Wanapartrhy,Wanaparthy,Commissioner,16.38231123,78.06774832,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,509103
HMDA,Shortfall,14/12/2022,-1900.0,-,727.57,727.57,727.57,New,Building Permission,,Zone-1 Medchal,Dundigal,Medchal-Malkajgiri,Architect,17.61710633,78.39427202,Residential,Residential Bldg/Apartment,14.95,17.95,2187.02,177.87,30.0,
HMDA,Final Approved,14/12/2022,-2023.0,10/1/2023,292.57,292.57,292.57,New,Occupancy Certificate,,Zone-1 Medchal,Dundigal,Medchal-Malkajgiri,Planning Ofcr,17.54490331,78.39442175,Residential,Residential Bldg/Apartment,11.99,0.0,768.84,116.26,8.0,500090
HMDA,Reject,14/12/2022,-1900.0,-,891.87,891.87,891.87,New,Occupancy Certificate,,Zone-1 Medchal,Kompally,Medchal-Malkajgiri,Planning Ofcr,17.5370788,78.4841123,Residential,,14.99,0.0,2423.45,0.0,0.0,500100
DTCP,Final Approved,15/12/2022,-2023.0,25/1/2023,13021.86,13021.86,13021.86,New,Layout with Open Plot,,,Devarakonda,Nalgonda,Commissioner,16.69788151,78.93563015,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,508248
HMDA,Shortfall,15/12/2022,-1900.0,-,8026.97,8026.97,8026.97,New,Layout with Housing Under Gated Community (With Compound Wall),,Zone-3 Shamshabad,Adibatla,Ranga Reddy,Architect,17.22710576,78.60636174,Residential,Group Housing,7.0,7.0,5003.35,0.0,24.0,
DTCP,Final Approved,15/12/2022,-1900.0,20/12/2022,229.4,229.4,229.4,New,Occupancy Certificate,,,Manikonda,Rangareddy,Commissioner,17.40662537,78.38254452,RESIDENTIAL,,12.0,0.0,529.0,0.0,0.0,500089
HMDA,Reject,15/12/2022,-1900.0,-,392.05,392.05,392.05,New,Building Permission,,Zone-1 Medchal,Gundlapochampally,Medchal-Malkajgiri,Planning Ofcr,17.56356632,78.48479045,Residential,Residential Bldg/Apartment,14.85,17.99,1419.19,119.35,10.0,500014
HMDA,Shortfall,15/12/2022,-1900.0,-,355.62,376.19,355.62,New,Building Permission,,Zone-1 Medchal,Nizampet Municipal Corporation,Medchal-Malkajgiri,Architect,17.52336333,78.39086659,Residential,Residential Bldg/Apartment,14.99,17.49,1220.64,155.54,10.0,501002
DTCP,Reject,15/12/2022,-1900.0,-,745.53,745.53,745.53,New,Occupancy Certificate,,,Mahabubabad,Mahabubabad,Commissioner,17.59246858,79.98249118,RESIDENTIAL,,14.8,0.0,1855.2,0.0,0.0,506100
HMDA,Reject,15/12/2022,-1900.0,-,9791.82,9914.75,9791.82,New,Building Permission,,Zone-2 Ghatkesar,Nagaram,Medchal-Malkajgiri,Planning Ofcr,17.48302165,78.59646801,Residential,ResiComm Bldg,6.95,6.95,6531.29,529.61,1.0,500083
DTCP,Final Approved,15/12/2022,-2023.0,19/1/2023,1831.7,2253.33,1831.7,New,Building Permission,,,GWMC,Warangal(Urban),City Planner,18.01601113,79.5557272,COMMERCIAL,Commerical Bldg,17.99,17.99,5364.76,421.08,0.0,506009
DTCP,Reject,15/12/2022,-1900.0,-,414.87,414.87,414.87,New,Building Permission,,,Tandur,Vikarabad,Commissioner,17.256042,77.58093,ASSEMBLY,,6.6,6.6,30.02,6.82,0.0,501141
DTCP,Final Approved,15/12/2022,-2023.0,3/3/2023,2274.3,2342.71,2274.3,New,Building Permission,,,Vikarabad,Vikarabad,Commissioner,17.33604414,77.89996132,RESIDENTIAL,Residential Bldg/Apartment,14.95,17.45,6781.51,579.28,40.0,501102
DTCP,Reject,15/12/2022,-1900.0,-,667.12,669.05,667.12,New,Building Permission,,,KARIMNAGAR MUNICIPAL CORPORATION,Karimnagar,Commissioner,18.45948049,79.10995446,RESIDENTIAL,Residential Bldg/Apartment,14.95,17.9,1889.24,166.48,15.0,505215
DTCP,Final Approved,15/12/2022,-2023.0,25/2/2023,1879.59,1879.42,1879.59,New,Occupancy Certificate,,,Sattupally,Khammam,Commissioner,17.20265605,80.8343267,RESIDENTIAL,,15.0,0.0,46.16,0.0,0.0,
HMDA,Final Approved,15/12/2022,-2023.0,2/3/2023,334.45,334.45,334.45,New,Building Permission,,Zone-2 Ghatkesar,Peerzadiguda,Medchal-Malkajgiri,Commissioner,17.40326509,78.60307564,Residential,Residential Bldg/Apartment,14.9,17.85,1124.7,95.96,10.0,500098
DTCP,Reject,15/12/2022,-1900.0,-,1235.46,1314.93,1235.46,New,Occupancy Certificate,,,Vikarabad,Vikarabad,Commissioner,17.32393852,77.91585414,MEDICAL,Dispensary,14.6,0.0,2307.92,0.0,0.0,501102
HMDA,Reject,15/12/2022,-1900.0,-,836.14,836.14,836.14,New,Occupancy Certificate,,Zone-1 Medchal,Kompally,Medchal-Malkajgiri,Planning Ofcr,17.54616146,78.49314221,Commercial,,14.99,0.0,1725.6,0.0,0.0,500100
HMDA,Final Approved,15/12/2022,-2023.0,5/5/2023,969.92,969.92,969.92,New,Building Permission,,Zone-2 Ghatkesar,Boduppal Municipal Corporation,Medchal-Malkajgiri,Commissioner,17.42290425,78.5962181,Residential,Residential Bldg/Apartment,14.5,17.0,2843.67,344.25,5.0,500092
DTCP,Final Approved,16/12/2022,-2023.0,12/4/2023,485.64,493.37,485.64,New,Building Permission,,,Gajwel-Pragnapur,Siddipet,Commissioner,17.83798329,78.69457592,COMMERCIAL,Showroom,12.0,15.5,934.8,73.95,0.0,502281
DTCP,DC Approved,16/12/2022,-2023.0,-,1449.83,1449.83,1449.83,New,Building Permission,,,Gajwel-Pragnapur,Siddipet,Architect,17.84053002,78.68921426,INSTITUTIONAL & EDUCATIONAL,Primary School,7.7,7.7,814.28,118.03,0.0,502278
HMDA,Reject,16/12/2022,-1900.0,-,543.46,543.46,543.46,New,Building Permission,,Zone-1 Medchal,Toopran,Medak District,Planning Ofcr,17.82814028,78.47112732,Residential,Bungalow,6.06,6.06,478.49,55.01,4.0,502334
DTCP,Reject,16/12/2022,-1900.0,-,668.5,668.5,668.5,New,Occupancy Certificate,,,NIZAMPET MUNICIPAL CORPORATION,Medchal-Malkajgiri,Commissioner,17.5319626,78.35305527,RESIDENTIAL,,14.99,0.0,1525.8,0.0,0.0,502325
HMDA,Final Approved,16/12/2022,-2023.0,21/3/2023,367.9,367.9,367.9,Revision,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Commissioner,17.53085951,78.32474175,Residential,Residential Bldg/Apartment,14.99,17.99,1320.84,27.7,10.0,502325
DTCP,Reject,16/12/2022,-1900.0,-,349.23,349.23,349.23,New,Occupancy Certificate,,,GWMC,Warangal(Urban),Commissioner,18.0342465,79.54054439,RESIDENTIAL,,12.0,0.0,807.16,0.0,0.0,506015
DTCP,Final Approved,16/12/2022,-2022.0,27/12/2022,428.66,463.06,428.66,New,Occupancy Certificate,,,GWMC,Warangal(Urban),City Planner,18.01045702,79.54944231,RESIDENTIAL,,11.4,0.0,870.24,0.0,0.0,506009
DTCP,Final Approved,16/12/2022,-2023.0,6/2/2023,309.15,334.44,309.15,New,Building Permission,,,Nalgonda,Nalgonda,Commissioner,17.05388015,79.27548985,RESIDENTIAL,Residential Bldg/Apartment,11.4,14.75,872.03,88.74,4.0,508001
HMDA,Reject,16/12/2022,-1900.0,-,11835.8,11835.8,11835.8,New,Building Permission,,Zone-2 Ghatkesar,Pocharam,Medchal-Malkajgiri,Planning Ofcr,17.41450794,78.63292762,Commercial,Services or Repair establishments,7.24,7.24,906.63,100.55,0.0,500098
DTCP,DC Approved,16/12/2022,-2022.0,-,332.44,334.39,332.44,New,Building Permission,,,Ameenpur,Sangareddy,Architect,17.522125,78.302626,RESIDENTIAL,Residential Bldg/Apartment,11.96,14.96,962.11,79.75,8.0,502032
DTCP,Shortfall,16/12/2022,-1900.0,-,16055.16,16337.88,16055.16,New,Layout with Open Plot,,,Mahabubabad,Mahabubabad,Architect,17.59005334,80.00139031,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,506100
DTCP,Final Approved,16/12/2022,-2023.0,21/1/2023,334.52,334.52,334.52,New,Occupancy Certificate,,,NIZAMPET MUNICIPAL CORPORATION,Medchal-Malkajgiri,Commissioner,17.53115442,78.39129216,RESIDENTIAL,All types of Residential Buildings with ground coverage not exceeding 25%,14.5,0.0,949.55,97.36,10.0,501002
HMDA,Final Approved,16/12/2022,-2023.0,11/1/2023,292.48,292.48,292.48,New,Occupancy Certificate,,Zone-1 Medchal,Dundigal,Medchal-Malkajgiri,Planning Ofcr,17.544929,78.394416,Residential,Residential Bldg/Apartment,11.95,0.0,768.56,92.84,8.0,500090
HMDA,Final Approved,16/12/2022,-2023.0,24/3/2023,222.97,222.97,222.97,New,Building Permission,,Zone-4 Shankerpally,Manikonda,Ranga Reddy,Commissioner,17.39052847,78.38455855,Residential,Residential Bldg/Apartment,9.0,12.6,547.44,45.3,6.0,500089
HMDA,Final Approved,16/12/2022,-2023.0,31/3/2023,669.02,669.02,669.02,New,Occupancy Certificate,,Zone-2 Ghatkesar,Nagaram,Medchal-Malkajgiri,Planning Ofcr,17.46765927,78.63609222,Residential,,14.95,0.0,1819.85,0.0,0.0,501301
DTCP,Reject,16/12/2022,-1900.0,-,871.11,952.57,871.11,New,Building Permission,,,Kamareddy,Kamareddy,Municipality Commissioner,18.31864304,78.33389507,RESIDENTIAL,Residential Bldg/Apartment,14.9,17.88,2053.1,167.97,15.0,503100
HMDA,Reject,16/12/2022,-1900.0,-,836.07,836.07,836.07,New,Occupancy Certificate,,Zone-2 Ghatkesar,Pedda Amberpet,Ranga Reddy,Planning Ofcr,17.3634719,78.60270962,Residential,Farm House,6.45,0.0,308.99,46.74,2.0,500068
DTCP,DC Approved,17/12/2022,-2023.0,-,31114.51,31129.96,31114.51,New,Building Permission,,,Sircilla,Rajanna-Sircilla,Architect,18.38396378,78.75380816,INDUSTRIAL,Industrial building,11.67,11.67,16675.62,1734.48,0.0,505301
HMDA,Final Approved,17/12/2022,-2023.0,13/1/2023,222.96,222.96,222.96,New,Building Permission,,Zone-1 Medchal,Kompally,Medchal-Malkajgiri,Commissioner,17.539343,78.485519,Residential,Residential Bldg/Apartment,11.6,14.95,673.47,57.52,4.0,500100
DTCP,Final Approved,17/12/2022,-2023.0,10/2/2023,35363.12,35363.12,35363.12,New,Layout with Open Plot,,,Makthal,NARAYANAPET,Commissioner,16.51007239,77.51611092,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,
DTCP,Shortfall,17/12/2022,-1900.0,-,360.64,360.64,360.64,New,Building Permission,,,Miryalguda,Nalgonda,Architect,16.8699614,79.55616135,RESIDENTIAL,Residential Bldg/Apartment,12.0,15.35,850.0,102.3,8.0,508200
DTCP,Final Approved,17/12/2022,-2023.0,1/3/2023,745.3,764.68,745.3,New,Building Permission,,,NIZAMPET MUNICIPAL CORPORATION,Medchal-Malkajgiri,Commissioner,17.5231245,78.39181033,RESIDENTIAL,Residential Bldg/Apartment,14.95,17.95,2457.4,202.83,20.0,501002
HMDA,Shortfall,17/12/2022,-1900.0,-,48257.77,48257.77,48257.77,New,Building Permission,,Zone-4 Shankerpally,Manikonda,Ranga Reddy,Architect,17.41284479,78.3613442,Residential,Residential Bldg/Apartment,3.6,3.6,15844.74,120.76,2.0,500089
DTCP,Final Approved,17/12/2022,-2023.0,4/2/2023,367.32,389.13,367.32,New,Building Permission,,,Korutla,Jagityal,Commissioner,18.82435747,78.72014023,MEDICAL,Clinic,11.92,14.97,1075.3,90.78,0.0,505326
DTCP,Final Approved,17/12/2022,-2022.0,12/1/2023,191716.58,200900.22,191716.58,New,Layout with Open Plot,,,Sadasivpet,Sangareddy,Commissioner,17.63957781,77.94470867,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,502291
HMDA,Final Approved,17/12/2022,-2023.0,10/1/2023,739.89,739.89,739.89,New,Occupancy Certificate,,Zone-1 Medchal,Medchal,Medchal-Malkajgiri,Planning Ofcr,17.635991,78.492402,Residential,,14.95,0.0,1789.25,0.0,0.0,501400
HMDA,Final Approved,17/12/2022,-2023.0,21/1/2023,4755.05,4755.05,4755.05,New,Occupancy Certificate,,Zone-3 Shamshabad,Adibatla,Ranga Reddy,Planning Ofcr,17.23090276,78.57330549,Residential,Hostel,14.9,0.0,12041.0,1211.67,252.0,
DTCP,Reject,17/12/2022,-1900.0,-,795.23,829.97,795.23,New,Building Permission,,,Tandur,Vikarabad,Commissioner,17.25463577,77.58272596,COMMERCIAL,Shop,6.0,10.2,2001.24,118.62,0.0,501141
DTCP,DC Approved,17/12/2022,-2023.0,-,17704.83,17704.83,17704.83,Addition/Alteration,Building Permission,,,Nalgonda,Nalgonda,Architect,17.11978136,79.23210715,RESIDENTIAL,Bungalow,11.3,11.3,1129.44,121.15,2.0,508254
DTCP,Final Approved,17/12/2022,-2023.0,31/3/2023,19108.94,19108.94,19108.94,New,Layout with Open Plot,,,Nagarkurnool,Nagarkurnool,Commissioner,16.49932914,78.28136468,,,0.0,0.0,0.0,0.0,0.0,509215
DTCP,Final Approved,17/12/2022,-2023.0,16/3/2023,85.98,110.47,85.98,New,Building Permission,,,Kaghaznagar,Komaram Bheem-Asifabad,Commissioner,19.34628789,79.4820808,COMMERCIAL,Shop,9.36,12.76,202.82,15.88,0.0,504296
DTCP,Reject,17/12/2022,-1900.0,-,641.06,641.06,641.06,New,Building Permission,,,Luxettipet,Mancherial,Commissioner,18.90337646,79.20130752,COMMERCIAL,Showroom,14.85,14.85,1685.86,120.58,0.0,504215
HMDA,Shortfall,18/12/2022,-1900.0,-,334.16,334.16,334.16,New,Building Permission,,Zone-3 Shamshabad,Shadnagar,Ranga Reddy,Architect,17.05850326,78.20433096,Commercial,Shop,10.99,15.79,743.11,60.12,0.0,509216
HMDA,Reject,18/12/2022,-1900.0,-,122.58,122.58,122.58,New,Building Permission,,Zone-3 Shamshabad,Shadnagar,Ranga Reddy,Planning Ofcr,17.05691897,78.20355494,Commercial,Shop,9.14,13.14,236.65,17.39,0.0,509216
HMDA,Final Approved,18/12/2022,-2023.0,12/4/2023,473.81,473.81,473.81,New,Building Permission,,Zone-2 Ghatkesar,Turkayamjal,Ranga Reddy,Commissioner,17.24718254,78.58074143,Residential,Residential Bldg/Apartment,15.0,17.97,1633.41,140.33,10.0,
DTCP,Final Approved,18/12/2022,-1900.0,21/4/2023,24232.24,24272.49,24232.24,New,Layout with Open Plot,,,Suryapet,Suryapet,Commissioner,17.16734124,79.62329563,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,508213
DTCP,Reject,19/12/2022,-1900.0,-,2472.58,2529.14,2472.58,New,Building Permission,,,Mahaboobnagar,Mahaboobnagar,Commissioner,16.73104905,78.00401165,COMMERCIAL,Shop,9.45,9.45,2239.95,224.01,0.0,509001
DTCP,Final Approved,19/12/2022,-2022.0,6/1/2023,436.63,436.63,436.63,New,Building Permission,,,Manikonda,Rangareddy,Commissioner,17.387403,78.369263,RESIDENTIAL,Residential Bldg/Apartment,15.0,17.9,1435.28,138.46,10.0,500089
